# PBE Book proximity tables — generated by tools/geo-data, do not edit by hand.
# US Census 2020 ZCTA Gazetteer (public domain) sha256:335402fb16b41303
# GeoNames US postal codes (CC BY 4.0, https://www.geonames.org/) sha256:65dfe4f26002b528
# US Census sub-county population estimates 2024 (public domain) column:POPESTIMATE2024 sha256:af9cd4835c93552a
# coordinates rounded to 2 decimal places (~1.1 km)
# population threshold: 10000
# rows: 3590
city,state,lat,lon
Jackson,NJ,40.11,-74.36
Jackson,OH,39.02,-82.66
Jackson,TN,35.62,-88.83
Jackson,WY,43.44,-110.69
Jacksonville,AL,33.85,-85.78
Jacksonville,AR,34.89,-92.12
Jacksonville,FL,30.31,-81.65
Jacksonville,IL,39.72,-90.24
Jacksonville,NC,34.75,-77.42
Jacksonville,TX,31.94,-95.26
Jacksonville Beach,FL,30.29,-81.4
Jamestown,MI,42.83,-85.84
Jamestown,ND,46.89,-98.72
Jamestown,NY,42.09,-79.25
Janesville,WI,42.7,-89.03
Jasper,AL,33.87,-87.26
Jasper,IN,38.38,-86.9
Jefferson,AL,32.41,-87.9
Jefferson,AR,34.39,-92.18
Jefferson,CO,39.25,-105.54
Jefferson,GA,34.11,-83.58
Jefferson,OH,41.73,-80.74
Jefferson City,MO,38.57,-92.18
Jefferson City,MT,46.36,-111.97
Jeffersonville,IN,38.33,-85.72
Jenks,OK,36,-95.98
Jerome,ID,42.73,-114.43
Jersey City,NJ,40.73,-74.07
Jesup,GA,31.58,-81.87
Johnson City,NY,41.77,-75.25
Johnson City,TN,36.32,-82.4
Johnston,IA,41.69,-93.72
Johnston,RI,41.83,-71.52
Johnstown,CO,40.33,-104.94
Johnstown,PA,40.34,-78.91
Joliet,IL,41.52,-88.1
Jonesboro,AR,35.82,-90.71
Joplin,MO,37.07,-94.51
Junction City,KS,38.97,-96.8
Juneau,AK,58.32,-134.39
Jupiter,FL,26.94,-80.13
Justice,IL,41.75,-87.83
Kalamazoo,MI,42.28,-85.58
Kalispell,MT,48.23,-114.36
Kankakee,IL,41.11,-87.9
Kannapolis,NC,35.45,-80.6
Kansas City,KS,39.11,-94.7
Kansas City,MO,39.12,-94.57
Katy,TX,29.79,-95.79
Kaukauna,WI,44.31,-88.24
Kaysville,UT,41.03,-111.95
Kearney,MO,39.37,-94.36
Kearney,NE,40.72,-99.09
Kearny,NJ,40.74,-74.1
Kechi,KS,37.79,-97.27
Keene,NH,42.95,-72.28
Keizer,OR,44.99,-123.03
Keller,TX,32.92,-97.25
Kelso,WA,46.17,-122.77
Kendallville,IN,41.45,-85.28
Kenmore,WA,47.76,-122.25
Kennebunk,ME,43.4,-70.57
Kennedale,TX,32.64,-97.21
Kenner,LA,29.99,-90.25
Kennesaw,GA,34.02,-84.62
Kennett,MO,36.22,-90.05
Kennewick,WA,46.14,-119.18
Kenosha,WI,42.58,-87.88
Kent,NY,43.33,-78.14
Kent,OH,41.14,-81.34
Kent,WA,47.38,-122.21
Kenton,KY,38.87,-84.46
Kerman,CA,36.73,-120.12
Kernersville,NC,36.12,-80.07
Kerrville,TX,30.1,-99.25
Kewanee,IL,41.26,-89.94
Key Biscayne,FL,25.71,-80.16
Key West,FL,24.56,-81.82
Kilgore,TX,32.39,-94.88
Killeen,TX,31.09,-97.73
King City,CA,36.21,-121.01
King George,VA,38.28,-77.16
King William,VA,37.67,-77.05
Kingman,AZ,35.28,-113.93
Kings Mountain,NC,35.24,-81.38
Kingsburg,CA,36.48,-119.52
Kingsland,GA,30.8,-81.7
Kingsport,TN,36.53,-82.54
Kingston,MA,41.99,-70.74
Kingston,NY,41.96,-74
Kingston,PA,41.26,-75.91
Kingsville,TX,27.48,-97.86
Kinston,NC,35.26,-77.58
Kirkland,WA,47.69,-122.21
Kirksville,MO,40.17,-92.59
Kissimmee,FL,28.26,-81.44
Kittery,ME,43.11,-70.72
Klamath Falls,OR,42.27,-121.84
Klickitat,WA,45.89,-121.08
Knightdale,NC,35.78,-78.48
Knoxville,TN,35.97,-83.96
Kokomo,IN,40.48,-86.12
Kuna,ID,43.46,-116.33
Kyle,TX,30,-97.83
La Canada Flintridge,CA,34.21,-118.2
La Crosse,WI,43.86,-91.18
La Grande,OR,45.3,-118.11
La Grange,IL,41.78,-87.87
La Grange,KY,38.42,-85.43
La Grange Park,IL,41.83,-87.87
La Habra,CA,33.93,-117.95
La Marque,TX,29.36,-94.98
La Mesa,CA,32.77,-117.01
La Mirada,CA,33.91,-118.01
La Palma,CA,33.85,-118.04
La Plata,MD,38.52,-77
La Porte,IN,41.56,-86.71
La Porte,TX,29.68,-95.04
La Puente,CA,34.03,-117.96
La Quinta,CA,33.66,-116.29
La Vergne,TN,35.94,-86.49
La Verne,CA,34.18,-117.77
La Vista,NE,41.18,-96.07
Lacey,WA,47,-122.74
Laconia,NH,43.59,-71.46
Lady Lake,FL,28.93,-81.91
Lafayette,CA,37.9,-122.11
Lafayette,CO,40.01,-105.1
Lafayette,IN,40.38,-86.86
Lafayette,LA,30.21,-92.04
Lagrange,GA,33.04,-85.04
Laguna Beach,CA,33.56,-117.77
Laguna Hills,CA,33.6,-117.71
Laguna Niguel,CA,33.53,-117.7
Laguna Woods,CA,33.61,-117.73
Lake Charles,LA,30.23,-93.27
Lake City,CA,41.7,-120.12
Lake City,FL,30.17,-82.64
Lake Elmo,MN,44.99,-92.91
Lake Elsinore,CA,33.67,-117.34
Lake Forest,CA,33.65,-117.69
Lake Forest,IL,42.24,-87.86
Lake Grove,NY,40.86,-73.12
Lake Havasu City,AZ,34.48,-114.26
Lake In The Hills,IL,42.2,-88.32
Lake Jackson,TX,29.05,-95.47
Lake Mary,FL,28.76,-81.28
Lake Oswego,OR,45.41,-122.71
Lake Saint Louis,MO,38.77,-90.8
Lake Station,IN,41.58,-87.26
Lake Stevens,WA,48.04,-122.07
Lake Villa,IL,42.42,-88.06
Lake Wales,FL,27.87,-81.53
Lake Zurich,IL,42.2,-88.05
Lakeland,FL,28.05,-81.96
Lakeville,MA,41.84,-70.95
Lakeville,MN,44.64,-93.28
Lakewood,CA,33.84,-118.15
Lakewood,NJ,40.08,-74.2
Lakewood,OH,41.48,-81.8
Lakewood,WA,47.16,-122.52
Lamar,MS,34.93,-89.33
Lancaster,CA,34.71,-118.13
Lancaster,NY,42.91,-78.63
Lancaster,OH,39.7,-82.61
Lancaster,PA,40.04,-76.3
Lancaster,TX,32.6,-96.76
Lancaster,VA,37.75,-76.52
Lansdale,PA,40.23,-75.3
Lansdowne,PA,39.94,-75.26
Lansing,IL,41.57,-87.55
Lansing,KS,39.25,-94.88
Lansing,MI,42.72,-84.57
Lansing,NY,42.58,-76.55
Laramie,WY,41.32,-105.62
Laredo,TX,27.59,-99.41
Largo,FL,27.89,-82.79
Larkspur,CA,37.94,-122.53
Las Cruces,NM,32.36,-106.8
Las Vegas,NM,35.54,-104.93
Las Vegas,NV,36.15,-115.19
Lathrop,CA,37.81,-121.31
Lauderdale,MS,32.53,-88.49
Laurel,MD,39.1,-76.85
Laurel,MS,31.71,-89.09
Laurinburg,NC,34.78,-79.46
Lawndale,CA,33.89,-118.35
Lawrence,KS,38.95,-95.27
Lawrence,MA,42.71,-71.16
Lawrence,MS,32.3,-89.26
Lawrence Township,NJ,40.28,-74.72
Lawrenceburg,IN,39.17,-84.87
Lawrenceburg,KY,38,-84.98
Lawrenceburg,TN,35.29,-87.43
Lawrenceville,GA,33.95,-84.01
Lawton,OK,34.63,-98.45
Layton,UT,41.08,-111.96
Le Mars,IA,42.8,-96.19
League City,TX,29.51,-95.07
Leander,TX,30.53,-97.91
Leavenworth,KS,39.28,-95
Leawood,KS,38.93,-94.63
Lebanon,IN,40.04,-86.46
Lebanon,MO,37.69,-92.64
Lebanon,NH,43.64,-72.24
Lebanon,OH,39.44,-84.22
Lebanon,OR,44.53,-122.82
Lebanon,PA,40.34,-76.43
Lebanon,TN,36.2,-86.29
Ledyard,CT,41.44,-71.99
Leeds,AL,33.53,-86.55
Lees Summit,MO,38.92,-94.37
Leesburg,FL,28.82,-81.86
Leesburg,VA,39.12,-77.56
Lehi,UT,40.41,-111.9
Lehman,PA,41.32,-76.02
Leicester,MA,42.25,-71.91
Leland,NC,34.23,-78.09
Lemon Grove,CA,32.74,-117.03
Lemont,IL,41.68,-87.98
Lemoore,CA,36.22,-119.86
Lenexa,KS,38.96,-94.78
Lenoir,NC,35.94,-81.54
Lenoir City,TN,35.82,-84.27
Leominster,MA,42.52,-71.76
Letcher,KY,37.15,-82.96
Levelland,TX,33.6,-102.38
Lewisburg,TN,35.49,-86.77
Lewiston,ID,46.21,-116.91
Lewiston,ME,44.16,-70.22
Lewiston,NY,43.17,-78.99
Lewisville,NC,36.09,-80.46
Lewisville,TX,33.05,-97
Lexington,KY,38.03,-84.48
Lexington,MA,42.45,-71.23
Lexington,NC,35.83,-80.26
Lexington,NE,40.83,-99.74
Lexington,SC,33.96,-81.25
Liberal,KS,37.06,-100.92
Liberty,IN,39.62,-84.93
Liberty,MO,39.25,-94.4
Liberty,NY,41.8,-74.74
Liberty Hill,TX,30.69,-97.94
Liberty Lake,WA,47.64,-117.07
Libertyville,IL,42.3,-87.95
Lilburn,GA,33.92,-84.07
Lima,OH,40.75,-84.11
Lincoln,CA,38.92,-121.31
Lincoln,IL,40.14,-89.37
Lincoln,MI,44.74,-83.44
Lincoln,MT,47.19,-112.75
Lincoln,NE,40.82,-96.69
Lincoln,NM,33.47,-105.4
Lincoln,RI,41.92,-71.45
Lincoln,WA,47.82,-118.4
Lincoln City,IN,38.11,-87
Lincoln City,OR,44.91,-123.97
Lincoln Park,MI,42.24,-83.18
Lincoln Park,NJ,40.93,-74.31
Lincolnton,NC,35.49,-81.24
Lincolnwood,IL,42.01,-87.73
Linden,NJ,40.62,-74.24
Lindenhurst,NY,40.69,-73.37
Lindon,UT,40.34,-111.72
Lindsay,CA,36.21,-119.07
Lisle,IL,41.79,-88.08
Little Chute,WI,44.29,-88.31
Little Elm,TX,33.17,-96.95
Little Falls,NJ,40.88,-74.21
Little Ferry,NJ,40.84,-74.03
Little Rock,AR,34.76,-92.34
Littleton,CO,39.56,-105.03
Littleton,MA,42.54,-71.49
Livermore,CA,37.64,-121.66
Livingston,CA,37.35,-120.74
Livingston,NJ,40.79,-74.33
Livonia,MI,42.39,-83.36
Lockhart,TX,29.87,-97.68
Lockport,IL,41.59,-88.05
Lockport,NY,43.17,-78.69
Locust Grove,GA,33.35,-84.11
Lodi,CA,38.13,-121.26
Lodi,NJ,40.88,-74.08
Logan,UT,41.72,-111.84
Logansport,IN,40.76,-86.38
Loganville,GA,33.82,-83.89
Loma Linda,CA,34.05,-117.26
Lombard,IL,41.87,-88.02
Lomita,CA,33.79,-118.32
Lompoc,CA,34.66,-120.46
London,OH,39.88,-83.43
Londonderry,NH,42.87,-71.39
Lone Tree,CO,39.53,-104.89
Long Beach,CA,33.79,-118.19
Long Beach,MS,30.38,-89.17
Long Beach,NY,40.59,-73.65
Long Branch,NJ,40.3,-73.99
Long Lake,MI,44.44,-83.86
Longmeadow,MA,42.11,-72.58
Longmont,CO,40.17,-105.11
Longview,TX,32.5,-94.76
Longview,WA,46.21,-123.06
Longwood,FL,28.73,-81.3
Lorain,OH,41.44,-82.18
Los Alamitos,CA,33.8,-118.06
Los Alamos,NM,35.85,-106.29
Los Altos,CA,37.37,-122.11
Los Angeles,CA,34.04,-118.28
Los Banos,CA,37.07,-120.84
Los Gatos,CA,37.19,-121.96
Los Lunas,NM,34.7,-107.01
Louisville,CO,39.95,-105.16
Louisville,KY,38.21,-85.7
Lovejoy,GA,33.44,-84.31
Loveland,CO,40.41,-105.1
Loveland,OH,39.26,-84.24
Loves Park,IL,42.33,-89.13
Lovington,NM,32.99,-103.38
Lowell,AR,36.25,-94.1
Lowell,IN,41.26,-87.42
Lowell,MA,42.64,-71.32
Lubbock,TX,33.58,-101.88
Ludlow,MA,42.18,-72.46
Lufkin,TX,31.32,-94.71
Lumberton,NC,34.63,-79
Lumberton,NJ,39.96,-74.8
Lumberton,TX,30.23,-94.2
Luna,NM,33.83,-108.98
Lunenburg,MA,42.58,-71.72
Lunenburg,VA,36.93,-78.3
Lynbrook,NY,40.66,-73.67
Lynchburg,VA,37.38,-79.16
Lynden,WA,48.95,-122.46
Lyndhurst,NJ,40.8,-74.11
Lynn,MA,42.47,-70.96
Lynn Haven,FL,30.24,-85.65
Lynnfield,MA,42.53,-71.04
Lynnwood,WA,47.83,-122.29
Lynwood,CA,33.92,-118.2
Lyons,IL,41.81,-87.82
Mableton,GA,33.82,-84.55
Macedonia,OH,41.31,-81.5
Machesney Park,IL,42.36,-89.02
Macomb,IL,40.44,-90.64
Macomb,MI,42.67,-82.92
Macon,GA,32.82,-83.66
Macon,TN,35.15,-89.48
Madera,CA,36.98,-120.04
Madison,AL,34.71,-86.77
Madison,CT,41.34,-72.62
Madison,IN,38.82,-85.35
Madison,MS,32.48,-90.13
Madison,NJ,40.76,-74.42
Madison,OH,41.76,-81.06
Madison,TN,36.22,-86.74
Madison,WI,43.07,-89.37
Madison Heights,MI,42.51,-83.1
Madisonville,KY,37.33,-87.48
Magnolia,AR,33.24,-93.21
Mahomet,IL,40.22,-88.42
Mahwah,NJ,41.09,-74.17
Maitland,FL,28.63,-81.37
Malden,MA,42.43,-71.06
Malibu,CA,34.04,-118.79
Malone,NY,44.75,-74.26
Malvern,AR,34.34,-92.82
Mamaroneck,NY,40.95,-73.74
Manassas,VA,38.74,-77.47
Manchester,CT,41.78,-72.52
Manchester,NH,42.99,-71.45
Manchester,PA,40.08,-76.75
Manchester,TN,35.5,-86.07
Manchester Township,NJ,39.98,-74.34
Mandan,ND,46.74,-100.94
Mandeville,LA,30.4,-89.99
Manhattan,IL,41.39,-87.96
Manhattan,KS,39.23,-96.62
Manhattan Beach,CA,33.84,-118.35
Manheim,PA,40.18,-76.43
Manitowoc,WI,44.12,-87.66
Mankato,MN,44.17,-94.03
Manlius,NY,42.96,-75.95
Manor,PA,40.34,-79.66
Manor,TX,30.34,-97.52
Mansfield,MA,42.02,-71.22
Mansfield,OH,40.75,-82.53
Mansfield,TX,32.57,-97.14
Manteca,CA,37.78,-121.22
Manteno,IL,41.25,-87.88
Mantua,NJ,39.78,-75.18
Manvel,TX,29.49,-95.36
Manville,NJ,40.54,-74.59
Maple Grove,MN,45.11,-93.5
Maple Heights,OH,41.41,-81.56
Maple Shade,NJ,39.95,-74.99
Maple Valley,WA,47.42,-121.96
Mapleton,UT,40.12,-111.57
Maplewood,NJ,40.73,-74.27
Marana,AZ,32.47,-111.26
Marathon,FL,24.74,-81.01
Marblehead,MA,42.5,-70.86
Marco Island,FL,25.92,-81.7
Margate,FL,26.24,-80.21
Maricopa,AZ,32.99,-112.07
Marietta,GA,33.94,-84.53
Marietta,OH,39.43,-81.42
Marina,CA,36.69,-121.79
Marinette,WI,45.08,-87.7
Marion,AR,35.22,-90.19
Marion,IA,42.07,-91.56
Marion,IL,37.72,-88.91
Marion,IN,40.56,-85.64
Marion,MI,44.1,-85.12
Marion,OH,40.61,-83.1
Mariposa,CA,37.51,-119.98
Markham,IL,41.6,-87.69
Marlboro,NJ,40.32,-74.25
Marlborough,MA,42.35,-71.55
Marquette,MI,46.58,-87.46
Marshall,MN,44.45,-95.76
Marshall,MO,39.09,-93.18
Marshall,TX,32.53,-94.36
Marshalltown,IA,42.05,-92.9
Marshfield,MA,42.12,-70.71
Marshfield,WI,44.66,-90.18
Martin,TN,36.35,-88.84
Martinez,CA,37.99,-122.14
Martinsburg,WV,39.46,-77.96
Martinsville,IN,39.46,-86.43
Martinsville,VA,36.69,-79.87
Maryland Heights,MO,38.73,-90.46
Marysville,CA,39.22,-121.49
Marysville,OH,40.25,-83.36
Marysville,WA,48.08,-122.19
Maryville,MO,40.34,-94.88
Maryville,TN,35.72,-83.98
Mashpee,MA,41.62,-70.49
Mason,KY,38.59,-84.58
Mason,OH,39.35,-84.31
Mason City,IA,43.15,-93.2
Massapequa Park,NY,40.68,-73.45
Massena,NY,44.93,-74.88
Massillon,OH,40.81,-81.48
Matagorda,TX,28.73,-95.88
Matteson,IL,41.5,-87.75
Matthews,NC,35.15,-80.73
Mattoon,IL,39.48,-88.37
Mauldin,SC,34.78,-82.3
Maumee,OH,41.57,-83.69
Maumelle,AR,34.86,-92.4
Maynard,MA,42.43,-71.46
Maywood,CA,33.99,-118.19
Maywood,IL,41.88,-87.84
Maywood,NJ,40.9,-74.06
Mcalester,OK,34.96,-95.78
Mcallen,TX,26.22,-98.23
Mccomb,MS,31.22,-90.41
Mccordsville,IN,39.89,-85.9
Mcdonough,GA,33.46,-84.12
Mchenry,IL,42.34,-88.26
Mckeesport,PA,40.33,-79.84
Mckinney,TX,33.2,-96.63
Mcminnville,OR,45.21,-123.28
Mcminnville,TN,35.67,-85.75
Mcpherson,KS,38.38,-97.7
Meadville,PA,41.65,-80.16
Mebane,NC,36.14,-79.27
Mechanicsburg,PA,40.22,-77.02
Medfield,MA,42.18,-71.31
Medford,MA,42.42,-71.11
Medford,NJ,39.86,-74.82
Medford,OR,42.31,-122.85
Medina,OH,41.14,-81.85
Medina,TX,29.83,-99.33
Medway,MA,42.16,-71.43
Melbourne,FL,28.09,-80.64
Melissa,TX,33.29,-96.57
Melrose,MA,42.46,-71.06
Melrose Park,IL,41.91,-87.87
Melvindale,MI,42.28,-83.18
Memphis,TN,35.16,-89.97
Menard,IL,37.91,-89.84
Menasha,WI,44.2,-88.33
Mendocino,CA,39.31,-123.75
Mendota,CA,36.67,-120.45
Menifee,CA,33.65,-117.17
Menlo Park,CA,37.42,-122.25
Menomonee Falls,WI,43.17,-88.12
Menomonie,WI,44.85,-91.93
Mentor,OH,41.68,-81.34
Mequon,WI,43.23,-87.98
Merced,CA,37.32,-120.48
Mercedes,TX,26.17,-97.91
Mercer Island,WA,47.56,-122.23
Meriden,CT,41.54,-72.8
Meridian,ID,43.61,-116.41
Meridian,MS,32.4,-88.67
Merrillville,IN,41.47,-87.35
Merrimack,NH,42.85,-71.52
Mesa,AZ,33.42,-111.76
Mesa,CO,39.07,-108.15
Mesquite,NV,36.81,-114.09
Mesquite,TX,32.76,-96.63
Methuen,MA,42.74,-71.18
Metuchen,NJ,40.54,-74.36
Mexico,MO,39.2,-91.89
Miami,FL,25.77,-80.26
Miami,OK,36.86,-94.88
Miami Beach,FL,25.81,-80.14
Miami Gardens,FL,25.95,-80.24
Miamisburg,OH,39.69,-84.27
Michigan City,IN,41.7,-86.9
Middlesex,NJ,40.57,-74.5
Middleton,ID,43.75,-116.58
Middleton,WI,43.12,-89.54
Middletown,CT,41.56,-72.66
Middletown,DE,39.49,-75.68
Middletown,NJ,40.4,-74.12
Middletown,NY,41.47,-74.41
Middletown,OH,39.52,-84.41
Middletown,PA,40.19,-76.72
Middletown,RI,41.52,-71.28
Midland,MI,43.62,-84.29
Midland,TX,31.94,-102.07
Midlothian,IL,41.63,-87.74
Midlothian,TX,32.47,-96.99
Midvale,UT,40.62,-111.89
Milam,TX,31.51,-93.86
Milford,CT,41.23,-73.06
Milford,DE,38.94,-75.36
Milford,MA,42.16,-71.52
Milford,MI,42.57,-83.63
Milford,NH,42.82,-71.67
Milford,PA,41.33,-74.87
Mill Creek,WA,47.86,-122.2
Mill Valley,CA,37.91,-122.55
Millbrae,CA,37.6,-122.4
Millbrook,AL,32.48,-86.37
Millburn,NJ,40.72,-74.3
Millbury,MA,42.19,-71.78
Milledgeville,GA,33.07,-83.24
Millington,TN,35.31,-89.92
Millstone Township,NJ,40.22,-74.43
Millville,NJ,39.38,-75.02
Milpitas,CA,37.43,-121.89
Milton,FL,30.68,-87.05
Milton,IL,39.56,-90.65
Milton,MA,42.26,-71.07
Milton,NY,41.66,-73.99
Milton,VT,44.66,-73.14
Milwaukee,WI,43.05,-87.95
Minden,LA,32.65,-93.29
Mineola,NY,40.75,-73.64
Mineral Wells,TX,32.81,-98.12
Minneapolis,MN,44.98,-93.29
Minneola,FL,28.57,-81.75
Minnetonka,MN,44.92,-93.48
Minooka,IL,41.49,-88.32
Minot,ND,48.24,-101.31
Mishawaka,IN,41.66,-86.15
Mission,KS,39.03,-94.65
Mission,TX,26.28,-98.35
Mission Viejo,CA,33.61,-117.65
Missoula,MT,46.88,-114.02
Missouri City,TX,29.57,-95.52
Mitchell,SD,43.71,-98.05
Moberly,MO,39.41,-92.39
Mobile,AL,30.68,-88.12
Modesto,CA,37.66,-121
Mokena,IL,41.54,-87.89
Molalla,OR,45.1,-122.56
Moline,IL,41.5,-90.5
Moncks Corner,SC,33.16,-80.01
Monclova,OH,41.57,-83.77
Monee,IL,41.42,-87.78
Monett,MO,36.9,-93.91
Monmouth,OR,44.77,-123.34
Monroe,CT,41.34,-73.22
Monroe,GA,33.82,-83.71
Monroe,LA,32.5,-92.11
Monroe,MI,41.94,-83.45
Monroe,NC,34.99,-80.54
Monroe,NY,41.33,-74.19
Monroe,OH,39.45,-84.36
Monroe,TN,36.49,-85.22
Monroe,WA,47.85,-121.9
Monroe,WI,42.61,-89.65
Monroe Township,NJ,40.32,-74.43
Monroeville,PA,40.43,-79.76
Monrovia,CA,34.15,-118
Mont Belvieu,TX,29.87,-94.87
Montague,TX,33.63,-97.69
Montclair,CA,34.07,-117.7
Montclair,NJ,40.83,-74.21
Montebello,CA,34.02,-118.11
Monterey,CA,36.6,-121.88
Monterey Park,CA,34.05,-118.12
Montgomery,AL,32.3,-86.25
Montgomery,IL,41.73,-88.34
Montgomery,NY,41.53,-74.26
Montgomery,PA,41.18,-76.93
Montgomery Village,MD,39.19,-77.21
Monticello,MN,45.29,-93.84
Montrose,CO,38.45,-107.87
Montville,CT,41.46,-72.16
Montville,NJ,40.91,-74.36
Montville,OH,41.6,-81.03
Monument,CO,39.1,-104.85
Moody,AL,33.6,-86.49
Moore,TX,29.04,-99
Moorestown,NJ,39.98,-74.94
Mooresville,IN,39.58,-86.37
Mooresville,NC,35.58,-80.84
Moorhead,MN,46.86,-96.76
Moorpark,CA,34.3,-118.88
Moraga,CA,37.82,-122.06
Moreno Valley,CA,33.93,-117.22
Morgan City,LA,29.72,-91.19
Morgan Hill,CA,37.16,-121.63
Morganton,NC,35.75,-81.72
Morgantown,WV,39.63,-79.96
Morris,IL,41.37,-88.43
Morristown,NJ,40.82,-74.52
Morristown,TN,36.21,-83.29
Morrisville,NC,35.86,-78.83
Morro Bay,CA,35.39,-120.82
Morton,IL,40.61,-89.44
Morton Grove,IL,42.04,-87.79
Moscow,ID,46.72,-116.97
Moses Lake,WA,47.15,-119.31
Moss Point,MS,30.49,-88.5
Moultrie,GA,31.16,-83.77
Mount Airy,NC,36.49,-80.63
Mount Clemens,MI,42.6,-82.88
Mount Dora,FL,28.79,-81.65
Mount Holly,NC,35.33,-81.03
Mount Holly,NJ,40.01,-74.79
Mount Joy,PA,40.11,-76.51
Mount Juliet,TN,36.19,-86.5
Mount Kisco,NY,41.2,-73.72
Mount Laurel,NJ,39.95,-74.9
Mount Morris,MI,43.13,-83.68
Mount Pleasant,MI,43.61,-84.83
Mount Pleasant,SC,32.83,-79.84
Mount Pleasant,TX,33.19,-94.97
Mount Prospect,IL,42.07,-87.93
Mount Vernon,IL,38.33,-88.9
Mount Vernon,NY,40.91,-73.83
Mount Vernon,OH,40.37,-82.49
Mount Vernon,WA,48.38,-122.26
Mount Washington,KY,38.04,-85.56
Mountain Home,AR,36.34,-92.39
Mountain Home,ID,43.4,-115.52
Mountain View,CA,37.39,-122.08
Mountlake Terrace,WA,47.79,-122.31
Mukilteo,WA,47.92,-122.3
Muncie,IN,40.2,-85.41
Mundelein,IL,42.27,-88.04
Munster,IN,41.55,-87.5
Murfreesboro,TN,35.85,-86.39
Murray,KY,36.62,-88.28
Murrieta,CA,33.56,-117.23
Murrysville,PA,40.46,-79.67
Muscatine,IA,41.44,-91.06
Muscle Shoals,AL,34.76,-87.61
Muskego,WI,42.87,-88.13
Muskegon,MI,43.23,-86.23
Muskogee,OK,35.72,-95.36
Mustang,OK,35.37,-97.75
Myrtle Beach,SC,33.7,-78.94
Nacogdoches,TX,31.63,-94.64
Nampa,ID,43.6,-116.63
Nanticoke,PA,41.19,-76.02
Nantucket,MA,41.28,-70.05
Napa,CA,38.32,-122.28
Naperville,IL,41.77,-88.15
Naples,FL,26.17,-81.73
Narragansett,RI,41.42,-71.47
Nashua,NH,42.76,-71.48
Nashville,TN,36.17,-86.79
Natchez,MS,31.51,-91.39
Natchitoches,LA,31.75,-93.09
Natick,MA,42.28,-71.35
National City,CA,32.67,-117.09
Natrona,WY,43,-106.82
Naugatuck,CT,41.49,-73.05
Nederland,TX,29.99,-94.01
Needham,MA,42.28,-71.24
Neenah,WI,44.19,-88.49
Nelson,VA,36.58,-78.67
Neosho,MO,36.86,-94.4
Neptune,NJ,40.21,-74.06
New Albany,IN,38.28,-85.83
New Albany,OH,40.08,-82.8
New Baltimore,MI,42.68,-82.79
New Bedford,MA,41.65,-70.93
New Berlin,WI,42.97,-88.13
New Bern,NC,35.11,-77.06
New Braunfels,TX,29.72,-98.12
New Britain,CT,41.67,-72.79
New Brunswick,NJ,40.48,-74.44
New Canaan,CT,41.16,-73.5
New Castle,IN,39.93,-85.37
New Castle,PA,41,-80.33
New Fairfield,CT,41.48,-73.49
New Hartford,NY,43.06,-75.28
New Haven,CT,41.32,-72.93
New Haven,IN,41.09,-84.97
New Hyde Park,NY,40.75,-73.69
New Iberia,LA,29.98,-91.8
New Kensington,PA,40.57,-79.74
New Kent,VA,37.55,-77.04
New Lenox,IL,41.51,-87.96
New London,CT,41.35,-72.1
New Milford,CT,41.6,-73.42
New Milford,NJ,40.93,-74.02
New Orleans,LA,29.95,-90.07
New Paltz,NY,41.76,-74.1
New Philadelphia,OH,40.46,-81.45
New Port Richey,FL,28.25,-82.68
New Providence,NJ,40.7,-74.4
New Richmond,WI,45.12,-92.52
New Rochelle,NY,40.92,-73.78
New Smyrna Beach,FL,28.98,-80.94
New Ulm,MN,44.3,-94.46
New Windsor,NY,41.46,-74.07
New York,NY,40.76,-73.98
Newark,CA,37.5,-122.03
Newark,DE,39.62,-75.67
Newark,NJ,40.75,-74.2
Newark,OH,40.09,-82.42
Newberg,OR,45.32,-122.99
Newberry,SC,34.31,-81.63
Newburgh,NY,41.51,-74.02
Newburyport,MA,42.81,-70.89
Newcastle,OK,35.25,-97.61
Newington,CT,41.74,-72.72
Newman,CA,37.33,-121.19
Newnan,GA,33.38,-84.78
Newport,KY,39.02,-84.44
Newport,OR,44.67,-124.01
Newport,RI,41.5,-71.32
Newport Beach,CA,33.62,-117.9
Newport News,VA,37.11,-76.5
Newton,IA,41.71,-93.03
Newton,KS,38.08,-97.29
Newton,MA,42.35,-71.19
Newton,NC,35.64,-81.24
Newtown,CT,41.4,-73.32
Newtown,PA,40.26,-74.94
Niagara Falls,NY,43.1,-79.02
Niceville,FL,30.59,-86.52
Nicholasville,KY,37.87,-84.57
Niles,IL,42.03,-87.81
Niles,MI,41.83,-86.23
Niles,OH,41.19,-80.75
Nixa,MO,37.04,-93.32
Noblesville,IN,40.06,-86.01
Nogales,AZ,31.48,-110.91
Nolan,TX,32.29,-100.21
Nolensville,TN,35.92,-86.68
Norco,CA,33.93,-117.55
Norcross,GA,33.95,-84.1
Norfolk,MA,42.11,-71.34
Norfolk,NE,42.03,-97.43
Norfolk,VA,36.89,-76.26
Normal,IL,40.52,-88.98
Norman,OK,35.22,-97.41
Norristown,PA,40.16,-75.36
North Adams,MA,42.7,-73.08
North Andover,MA,42.67,-71.09
North Arlington,NJ,40.79,-74.13
North Augusta,SC,33.55,-81.96
North Aurora,IL,41.81,-88.35
North Bend,OR,43.48,-124.18
North Bergen,NJ,40.79,-74.03
North Branch,MN,45.51,-92.95
